datetime,timestamp,device_id,Status,Breath,Heart,Drop
2025-03-01 02:48:00,1740797280,device_661,1.0,13.3,57.1,0.0
2025-03-01 02:49:00,1740797340,device_661,1.0,13.4,64.8,0.0
2025-03-01 02:50:00,1740797400,device_661,1.0,,62.4,0.0
2025-03-01 02:51:00,1740797460,device_661,1.0,13.4,62.6,0.0
2025-03-01 02:52:00,1740797520,device_661,1.0,14.6,,0.0
2025-03-01 02:53:00,1740797580,device_661,1.0,12.4,62.9,0.0
2025-03-01 02:54:00,1740797640,device_661,1.0,14.4,60.0,0.0
2025-03-01 02:55:00,1740797700,device_661,1.0,13.4,64.8,0.0
2025-03-01 02:56:00,1740797760,device_661,1.0,13.3,71.6,0.0
2025-03-01 02:57:00,1740797820,device_661,1.0,12.9,60.5,0.0
2025-03-01 02:58:00,1740797880,device_661,1.0,12.7,61.4,0.0
2025-03-01 02:59:00,1740797940,device_661,1.0,12.5,62.8,0.0
2025-03-01 03:00:00,1740798000,device_661,1.0,14.5,60.3,0.0
2025-03-01 03:01:00,1740798060,device_661,1.0,12.9,64.6,0.0
2025-03-01 03:02:00,1740798120,device_661,1.0,13.5,65.7,0.0
2025-03-01 03:03:00,1740798180,device_661,1.0,13.7,64.6,0.0
2025-03-01 03:04:00,1740798240,device_661,1.0,13.7,64.2,0.0
2025-03-01 03:05:00,1740798300,device_661,1.0,13.2,65.8,0.0
2025-03-01 03:06:00,1740798360,device_661,1.0,14.5,63.4,0.0
2025-03-01 03:07:00,1740798420,device_661,1.0,13.4,62.7,0.0
2025-03-01 03:08:00,1740798480,device_661,1.0,12.5,65.0,0.0
2025-03-01 03:09:00,1740798540,device_661,1.0,12.8,61.9,0.0
2025-03-01 03:10:00,1740798600,device_661,1.0,11.8,62.7,0.0
2025-03-01 03:11:00,1740798660,device_661,1.0,13.3,62.3,0.0
2025-03-01 03:12:00,1740798720,device_661,1.0,13.6,67.1,0.0
2025-03-01 03:13:00,1740798780,device_661,1.0,13.7,57.5,0.0
2025-03-01 03:14:00,1740798840,device_661,1.0,13.5,62.6,0.0
2025-03-01 03:15:00,1740798900,device_661,1.0,13.0,64.0,0.0
2025-03-01 03:16:00,1740798960,device_661,1.0,13.1,63.8,0.0
2025-03-01 03:17:00,1740799020,device_661,1.0,13.1,67.4,0.0
2025-03-01 03:18:00,1740799080,device_661,1.0,14.0,66.8,0.0
2025-03-01 03:19:00,1740799140,device_661,1.0,11.5,65.7,0.0
2025-03-01 03:20:00,1740799200,device_661,1.0,12.7,66.9,0.0
2025-03-01 03:21:00,1740799260,device_661,1.0,12.3,65.9,0.0
2025-03-01 03:22:00,1740799320,device_661,1.0,14.9,61.1,0.0
2025-03-01 03:23:00,1740799380,device_661,1.0,14.2,61.7,0.0
2025-03-01 03:24:00,1740799440,device_661,1.0,12.8,64.4,0.0
2025-03-01 03:25:00,1740799500,device_661,1.0,12.0,64.0,0.0
2025-03-01 03:26:00,1740799560,device_661,1.0,12.2,64.1,0.0
2025-03-01 03:27:00,1740799620,device_661,1.0,14.0,63.2,0.0
2025-03-01 03:28:00,1740799680,device_661,1.0,11.8,64.8,0.0
2025-03-01 03:29:00,1740799740,device_661,1.0,13.2,66.3,0.0
2025-03-01 03:30:00,1740799800,device_661,1.0,13.9,62.8,0.0
2025-03-01 03:31:00,1740799860,device_661,1.0,12.1,63.8,0.0
2025-03-01 03:32:00,1740799920,device_661,1.0,13.2,68.8,0.0
2025-03-01 03:33:00,1740799980,device_661,1.0,12.8,64.0,0.0
2025-03-01 03:34:00,1740800040,device_661,1.0,12.7,67.2,0.0
2025-03-01 03:35:00,1740800100,device_661,1.0,12.6,60.4,0.0
2025-03-01 03:36:00,1740800160,device_661,1.0,14.0,67.6,0.0
2025-03-01 03:37:00,1740800220,device_661,1.0,14.5,63.6,0.0
2025-03-01 03:38:00,1740800280,device_661,1.0,13.0,66.1,0.0
2025-03-01 03:39:00,1740800340,device_661,1.0,13.5,63.9,0.0
2025-03-01 03:40:00,1740800400,device_661,1.0,13.2,62.2,0.0
2025-03-01 03:41:00,1740800460,device_661,1.0,11.7,65.1,0.0
2025-03-01 03:42:00,1740800520,device_661,1.0,13.0,63.8,0.0
2025-03-01 03:43:00,1740800580,device_661,1.0,11.6,66.9,0.0
2025-03-01 03:44:00,1740800640,device_661,1.0,12.8,63.4,0.0
2025-03-01 03:45:00,1740800700,device_661,1.0,13.2,66.7,0.0
2025-03-01 03:46:00,1740800760,device_661,1.0,13.8,68.8,0.0
2025-03-01 03:47:00,1740800820,device_661,1.0,13.5,63.3,0.0
2025-03-01 03:48:00,1740800880,device_661,1.0,14.0,63.5,0.0
2025-03-01 03:49:00,1740800940,device_661,1.0,12.5,61.0,0.0
2025-03-01 03:50:00,1740801000,device_661,1.0,14.4,65.5,0.0
2025-03-01 03:51:00,1740801060,device_661,1.0,14.5,58.9,0.0
2025-03-01 03:52:00,1740801120,device_661,1.0,11.6,64.0,0.0
2025-03-01 03:53:00,1740801180,device_661,1.0,11.9,56.9,0.0
2025-03-01 03:54:00,1740801240,device_661,1.0,13.2,64.4,0.0
2025-03-01 03:55:00,1740801300,device_661,1.0,12.8,66.0,0.0
2025-03-01 03:56:00,1740801360,device_661,1.0,12.9,61.7,0.0
2025-03-01 03:57:00,1740801420,device_661,1.0,13.5,64.5,0.0
2025-03-01 03:58:00,1740801480,device_661,1.0,14.1,62.5,0.0
2025-03-01 03:59:00,1740801540,device_661,1.0,12.5,62.9,0.0
2025-03-01 04:00:00,1740801600,device_661,1.0,14.3,,0.0
2025-03-01 04:01:00,1740801660,device_661,1.0,12.7,64.1,0.0
2025-03-01 04:02:00,1740801720,device_661,1.0,15.2,66.8,0.0
2025-03-01 04:03:00,1740801780,device_661,1.0,14.4,65.0,0.0
2025-03-01 04:04:00,1740801840,device_661,1.0,12.8,67.1,0.0
2025-03-01 04:05:00,1740801900,device_661,1.0,12.2,64.6,0.0
2025-03-01 04:06:00,1740801960,device_661,1.0,12.8,64.0,0.0
2025-03-01 04:07:00,1740802020,device_661,1.0,12.6,63.5,0.0
2025-03-01 04:08:00,1740802080,device_661,1.0,13.8,63.8,0.0
2025-03-01 04:09:00,1740802140,device_661,1.0,11.6,64.2,0.0
2025-03-01 04:10:00,1740802200,device_661,1.0,12.0,62.7,0.0
2025-03-01 04:11:00,1740802260,device_661,1.0,13.8,65.2,0.0
2025-03-01 04:12:00,1740802320,device_661,1.0,12.6,65.2,0.0
2025-03-01 04:13:00,1740802380,device_661,1.0,12.9,65.2,0.0
2025-03-01 04:14:00,1740802440,device_661,1.0,14.0,61.7,0.0
2025-03-01 04:15:00,1740802500,device_661,1.0,14.2,66.6,0.0
2025-03-01 04:16:00,1740802560,device_661,1.0,14.4,63.1,0.0
2025-03-01 04:17:00,1740802620,device_661,1.0,13.9,63.4,0.0
2025-03-01 04:18:00,1740802680,device_661,1.0,13.2,63.3,0.0
2025-03-01 04:19:00,1740802740,device_661,1.0,13.1,58.6,0.0
2025-03-01 04:20:00,1740802800,device_661,1.0,13.0,64.9,0.0
2025-03-01 04:21:00,1740802860,device_661,1.0,12.3,69.0,0.0
2025-03-01 04:22:00,1740802920,device_661,1.0,12.6,63.2,0.0
2025-03-01 04:23:00,1740802980,device_661,1.0,14.3,63.2,0.0
2025-03-01 04:24:00,1740803040,device_661,1.0,12.7,68.3,0.0
2025-03-01 04:25:00,1740803100,device_661,1.0,12.3,62.9,0.0
2025-03-01 04:26:00,1740803160,device_661,1.0,14.4,67.9,0.0
2025-03-01 04:27:00,1740803220,device_661,1.0,12.1,64.4,0.0
2025-03-01 04:28:00,1740803280,device_661,1.0,13.5,61.4,0.0
2025-03-01 04:29:00,1740803340,device_661,1.0,11.5,66.1,0.0
2025-03-01 04:30:00,1740803400,device_661,1.0,14.8,63.9,0.0
2025-03-01 04:31:00,1740803460,device_661,1.0,14.7,64.2,0.0
2025-03-01 04:32:00,1740803520,device_661,1.0,12.4,66.3,0.0
2025-03-01 04:33:00,1740803580,device_661,1.0,13.3,64.0,0.0
2025-03-01 04:34:00,1740803640,device_661,1.0,12.5,62.3,0.0
2025-03-01 04:35:00,1740803700,device_661,1.0,12.5,68.5,0.0
2025-03-01 04:36:00,1740803760,device_661,1.0,13.0,67.4,0.0
2025-03-01 04:37:00,1740803820,device_661,1.0,13.9,64.7,0.0
2025-03-01 04:38:00,1740803880,device_661,1.0,13.9,63.3,0.0
2025-03-01 04:39:00,1740803940,device_661,1.0,13.8,59.6,0.0
2025-03-01 04:40:00,1740804000,device_661,1.0,13.2,58.6,0.0
2025-03-01 04:41:00,1740804060,device_661,1.0,14.0,66.9,0.0
2025-03-01 04:42:00,1740804120,device_661,1.0,12.4,61.5,0.0
2025-03-01 04:43:00,1740804180,device_661,1.0,13.6,63.1,0.0
2025-03-01 04:44:00,1740804240,device_661,1.0,13.4,59.7,0.0
2025-03-01 04:45:00,1740804300,device_661,1.0,13.2,65.6,0.0
2025-03-01 04:46:00,1740804360,device_661,1.0,13.6,66.1,0.0
2025-03-01 04:47:00,1740804420,device_661,1.0,11.7,63.4,0.0
2025-03-01 04:48:00,1740804480,device_661,1.0,12.6,65.1,0.0
2025-03-01 04:49:00,1740804540,device_661,1.0,13.9,63.4,0.0
2025-03-01 04:50:00,1740804600,device_661,1.0,13.4,68.4,0.0
2025-03-01 04:51:00,1740804660,device_661,1.0,12.1,66.2,0.0
2025-03-01 04:52:00,1740804720,device_661,1.0,13.4,65.4,0.0
2025-03-01 04:53:00,1740804780,device_661,1.0,12.9,67.9,0.0
2025-03-01 04:54:00,1740804840,device_661,1.0,14.4,64.2,0.0
2025-03-01 04:55:00,1740804900,device_661,1.0,12.4,64.6,0.0
2025-03-01 04:56:00,1740804960,device_661,1.0,12.5,71.2,0.0
2025-03-01 04:57:00,1740805020,device_661,1.0,13.8,64.7,0.0
2025-03-01 04:58:00,1740805080,device_661,1.0,13.3,65.5,0.0
2025-03-01 04:59:00,1740805140,device_661,1.0,13.2,64.4,0.0
2025-03-01 05:00:00,1740805200,device_661,1.0,15.4,62.1,0.0
2025-03-01 05:01:00,1740805260,device_661,1.0,14.0,64.3,0.0
2025-03-01 05:02:00,1740805320,device_661,1.0,13.1,64.0,0.0
2025-03-01 05:03:00,1740805380,device_661,1.0,12.1,63.7,0.0
2025-03-01 05:04:00,1740805440,device_661,1.0,13.1,64.5,0.0
2025-03-01 05:05:00,1740805500,device_661,1.0,12.4,67.8,0.0
2025-03-01 05:06:00,1740805560,device_661,1.0,12.6,63.4,0.0
2025-03-01 05:07:00,1740805620,device_661,1.0,12.7,68.5,0.0
2025-03-01 05:08:00,1740805680,device_661,1.0,14.3,66.3,0.0
2025-03-01 05:09:00,1740805740,device_661,1.0,12.2,64.5,0.0
2025-03-01 05:10:00,1740805800,device_661,1.0,14.2,61.5,0.0
2025-03-01 05:11:00,1740805860,device_661,1.0,13.8,61.8,0.0
2025-03-01 05:12:00,1740805920,device_661,1.0,,65.2,0.0
2025-03-01 05:13:00,1740805980,device_661,1.0,12.6,66.1,0.0
2025-03-01 05:14:00,1740806040,device_661,1.0,14.1,62.5,0.0
2025-03-01 05:15:00,1740806100,device_661,1.0,11.0,63.3,0.0
2025-03-01 05:16:00,1740806160,device_661,1.0,12.5,66.5,0.0
2025-03-01 05:17:00,1740806220,device_661,1.0,14.7,66.1,0.0
2025-03-01 05:18:00,1740806280,device_661,1.0,14.4,65.0,0.0
2025-03-01 05:19:00,1740806340,device_661,1.0,14.9,65.3,0.0
2025-03-01 05:20:00,1740806400,device_661,1.0,13.5,62.3,0.0
2025-03-01 05:21:00,1740806460,device_661,1.0,13.3,66.6,0.0
2025-03-01 05:22:00,1740806520,device_661,1.0,13.1,67.8,0.0
2025-03-01 05:23:00,1740806580,device_661,1.0,15.4,70.1,0.0
2025-03-01 05:24:00,1740806640,device_661,1.0,14.0,65.7,0.0
2025-03-01 05:25:00,1740806700,device_661,1.0,12.4,67.9,0.0
2025-03-01 05:26:00,1740806760,device_661,1.0,14.6,61.7,0.0
2025-03-01 05:27:00,1740806820,device_661,1.0,13.3,65.6,0.0
2025-03-01 05:28:00,1740806880,device_661,1.0,11.3,65.0,0.0
2025-03-01 05:29:00,1740806940,device_661,1.0,12.8,64.5,0.0
2025-03-01 05:30:00,1740807000,device_661,1.0,14.4,67.3,0.0
2025-03-01 05:31:00,1740807060,device_661,1.0,13.8,66.4,0.0
2025-03-01 05:32:00,1740807120,device_661,1.0,14.0,61.2,0.0
2025-03-01 05:33:00,1740807180,device_661,1.0,14.6,66.5,0.0
2025-03-01 05:34:00,1740807240,device_661,1.0,12.0,70.3,0.0
2025-03-01 05:35:00,1740807300,device_661,1.0,12.8,64.0,0.0
2025-03-01 05:36:00,1740807360,device_661,1.0,13.5,65.4,0.0
2025-03-01 05:37:00,1740807420,device_661,1.0,14.4,64.4,0.0
2025-03-01 05:38:00,1740807480,device_661,1.0,12.6,62.2,0.0
2025-03-01 05:39:00,1740807540,device_661,1.0,13.2,62.4,0.0
2025-03-01 05:40:00,1740807600,device_661,1.0,13.5,61.9,0.0
2025-03-01 05:41:00,1740807660,device_661,1.0,12.8,64.6,0.0
2025-03-01 05:42:00,1740807720,device_661,1.0,13.4,67.2,0.0
2025-03-01 05:43:00,1740807780,device_661,1.0,13.3,67.6,0.0
2025-03-01 05:44:00,1740807840,device_661,1.0,13.0,64.9,0.0
2025-03-01 05:45:00,1740807900,device_661,1.0,14.1,65.0,0.0
2025-03-01 05:46:00,1740807960,device_661,1.0,14.0,64.0,0.0
2025-03-01 05:47:00,1740808020,device_661,1.0,14.2,63.0,0.0
2025-03-01 05:48:00,1740808080,device_661,1.0,39.2,63.5,0.0
2025-03-01 05:49:00,1740808140,device_661,1.0,14.9,65.1,0.0
2025-03-01 05:50:00,1740808200,device_661,1.0,12.2,62.1,0.0
2025-03-01 05:51:00,1740808260,device_661,1.0,12.3,63.5,0.0
2025-03-01 05:52:00,1740808320,device_661,1.0,14.1,61.5,0.0
2025-03-01 05:53:00,1740808380,device_661,1.0,13.1,65.0,0.0
2025-03-01 05:54:00,1740808440,device_661,1.0,13.0,64.0,0.0
2025-03-01 05:55:00,1740808500,device_661,1.0,12.8,69.1,0.0
2025-03-01 05:56:00,1740808560,device_661,1.0,14.2,61.7,0.0
2025-03-01 05:57:00,1740808620,device_661,1.0,15.3,64.5,0.0
2025-03-01 05:58:00,1740808680,device_661,1.0,14.3,63.7,0.0
2025-03-01 05:59:00,1740808740,device_661,1.0,13.0,67.7,0.0
2025-03-01 06:00:00,1740808800,device_661,1.0,24.8,94.9,0.0
2025-03-01 06:01:00,1740808860,device_661,1.0,21.0,102.2,0.0
2025-03-01 06:02:00,1740808920,device_661,1.0,18.9,92.8,0.0
2025-03-01 06:03:00,1740808980,device_661,1.0,23.0,102.3,0.0
2025-03-01 06:04:00,1740809040,device_661,1.0,20.5,98.1,0.0
2025-03-01 06:05:00,1740809100,device_661,1.0,22.6,93.0,0.0
2025-03-01 06:06:00,1740809160,device_661,1.0,23.7,95.3,0.0
