timestamp,device_id,data_category,min_value,avg_value,max_value
1740789540,661,14211,1.0,1.0,1.0
1740789540,661,14215,0.0,0.0,0.0
1740789540,661,14221,11.6,11.9,12.5
1740789540,661,14223,62.1,64.5,65.3
1740789600,661,14211,1.0,1.0,1.0
1740789600,661,14215,0.0,0.0,0.0
1740789600,661,14221,12.0,12.6,13.2
1740789600,661,14223,61.6,63.1,64.4
1740789660,661,14211,1.0,1.0,1.0
1740789660,661,14215,0.0,0.0,0.0
1740789660,661,14221,12.0,12.8,13.5
1740789660,661,14223,58.8,60.4,61.0
1740789720,661,14211,1.0,1.0,1.0
1740789720,661,14215,0.0,0.0,0.0
1740789720,661,14221,12.2,12.7,13.1
1740789720,661,14223,65.6,66.4,67.4
1740789780,661,14211,1.0,1.0,1.0
1740789780,661,14215,0.0,0.0,0.0
1740789780,661,14221,12.4,12.9,13.6
1740789780,661,14223,61.5,63.2,65.2
1740789840,661,14211,1.0,1.0,1.0
1740789840,661,14215,0.0,0.0,0.0
1740789840,661,14221,12.2,12.7,13.3
1740789840,661,14223,57.1,58.1,59.4
1740789900,661,14211,1.0,1.0,1.0
1740789900,661,14215,0.0,0.0,0.0
1740789900,661,14221,11.5,11.8,12.3
1740789900,661,14223,57.8,59.2,61.5
1740789960,661,14211,1.0,1.0,1.0
1740789960,661,14215,0.0,0.0,0.0
1740789960,661,14221,11.6,12.1,12.5
1740789960,661,14223,65.5,67.2,67.4
1740790020,661,14211,1.0,1.0,1.0
1740790020,661,14215,0.0,0.0,0.0
1740790020,661,14221,12.6,13.3,13.5
1740790020,661,14223,58.5,60.0,61.1
1740790080,661,14211,1.0,1.0,1.0
1740790080,661,14215,0.0,0.0,0.0
1740790080,661,14221,11.4,11.9,13.0
1740790080,661,14223,58.7,59.5,60.3
1740790140,661,14211,1.0,1.0,1.0
1740790140,661,14215,0.0,0.0,0.0
1740790140,661,14221,11.9,12.4,13.3
1740790140,661,14223,63.7,65.0,66.4
1740790200,661,14211,1.0,1.0,1.0
1740790200,661,14215,0.0,0.0,0.0
1740790200,661,14221,12.3,12.8,13.1
1740790200,661,14223,56.7,58.0,59.2
1740790260,661,14211,1.0,1.0,1.0
1740790260,661,14215,0.0,0.0,0.0
1740790260,661,14221,13.0,13.7,14.5
1740790260,661,14223,60.4,60.9,62.1
1740790320,661,14211,1.0,1.0,1.0
1740790320,661,14215,0.0,0.0,0.0
1740790320,661,14221,12.7,13.3,13.6
1740790320,661,14223,59.7,60.4,61.5
1740790380,661,14211,1.0,1.0,1.0
1740790380,661,14215,0.0,0.0,0.0
1740790380,661,14221,11.1,11.6,12.4
1740790380,661,14223,65.1,66.4,69.3
1740790440,661,14211,1.0,1.0,1.0
1740790440,661,14215,0.0,0.0,0.0
1740790440,661,14221,12.4,12.7,13.4
1740790440,661,14223,60.9,61.5,63.9
1740790500,661,14211,1.0,1.0,1.0
1740790500,661,14215,0.0,0.0,0.0
1740790500,661,14221,11.8,12.6,13.3
1740790500,661,14223,59.5,59.8,61.6
1740790560,661,14211,1.0,1.0,1.0
1740790560,661,14215,0.0,0.0,0.0
1740790560,661,14221,11.8,12.1,12.8
1740790560,661,14223,60.9,61.4,63.0
1740790620,661,14211,1.0,1.0,1.0
1740790620,661,14215,0.0,0.0,0.0
1740790620,661,14221,12.0,12.4,12.8
1740790620,661,14223,60.6,62.1,63.5
1740790680,661,14211,1.0,1.0,1.0
1740790680,661,14215,0.0,0.0,0.0
1740790680,661,14221,11.4,11.8,12.5
1740790680,661,14223,60.2,62.4,64.0
1740790740,661,14211,1.0,1.0,1.0
1740790740,661,14215,0.0,0.0,0.0
1740790740,661,14221,12.2,12.3,12.5
1740790740,661,14223,59.4,60.6,62.6
1740790800,661,14211,1.0,1.0,1.0
1740790800,661,14215,0.0,0.0,0.0
1740790800,661,14221,11.5,12.0,12.7
1740790800,661,14223,60.7,61.9,63.9
1740790860,661,14211,1.0,1.0,1.0
1740790860,661,14215,0.0,0.0,0.0
1740790860,661,14221,10.2,10.8,11.1
1740790860,661,14223,61.5,62.9,63.4
1740790920,661,14211,1.0,1.0,1.0
1740790920,661,14215,0.0,0.0,0.0
1740790920,661,14221,11.5,12.1,12.6
1740790920,661,14223,58.9,60.2,61.8
1740790980,661,14211,1.0,1.0,1.0
1740790980,661,14215,0.0,0.0,0.0
1740790980,661,14221,13.4,13.9,14.8
1740790980,661,14223,58.7,59.9,61.4
1740791040,661,14211,1.0,1.0,1.0
1740791040,661,14215,0.0,0.0,0.0
1740791040,661,14221,11.9,12.6,13.6
1740791040,661,14223,60.9,62.1,63.2
1740791100,661,14211,1.0,1.0,1.0
1740791100,661,14215,0.0,0.0,0.0
1740791100,661,14221,12.0,12.4,13.1
1740791100,661,14223,59.8,60.9,61.3
1740791160,661,14211,1.0,1.0,1.0
1740791160,661,14215,0.0,0.0,0.0
1740791160,661,14221,11.6,12.3,13.1
1740791160,661,14223,57.3,59.1,61.3
1740791220,661,14211,1.0,1.0,1.0
1740791220,661,14215,0.0,0.0,0.0
1740791220,661,14221,11.7,12.2,12.8
1740791220,661,14223,58.1,59.8,60.5
1740791280,661,14211,1.0,1.0,1.0
1740791280,661,14215,0.0,0.0,0.0
1740791280,661,14221,11.0,11.4,11.9
1740791280,661,14223,54.1,55.8,56.9
1740791340,661,14211,1.0,1.0,1.0
1740791340,661,14215,0.0,0.0,0.0
1740791340,661,14221,12.9,13.2,13.7
1740791340,661,14223,64.4,65.8,67.2
1740791400,661,14211,1.0,1.0,1.0
1740791400,661,14215,0.0,0.0,0.0
1740791400,661,14221,13.5,13.7,14.0
1740791400,661,14223,64.2,65.5,67.0
1740791460,661,14211,1.0,1.0,1.0
1740791460,661,14215,0.0,0.0,0.0
1740791460,661,14221,11.5,12.0,12.4
1740791460,661,14223,62.3,63.9,65.5
1740791520,661,14211,1.0,1.0,1.0
1740791520,661,14215,0.0,0.0,0.0
1740791520,661,14221,13.0,13.5,14.1
1740791520,661,14223,57.6,59.6,60.4
1740791580,661,14211,1.0,1.0,1.0
1740791580,661,14215,0.0,0.0,0.0
1740791580,661,14221,14.3,14.7,15.2
1740791580,661,14223,60.6,62.4,63.6
1740791640,661,14211,1.0,1.0,1.0
1740791640,661,14215,0.0,0.0,0.0
1740791640,661,14221,14.0,14.3,14.8
1740791640,661,14223,60.1,61.4,63.5
1740791700,661,14211,1.0,1.0,1.0
1740791700,661,14215,0.0,0.0,0.0
1740791700,661,14221,13.3,13.7,14.1
1740791700,661,14223,61.2,61.9,63.1
1740791760,661,14211,1.0,1.0,1.0
1740791760,661,14215,0.0,0.0,0.0
1740791760,661,14221,10.6,11.6,12.3
1740791760,661,14223,65.0,66.5,67.9
1740791820,661,14211,1.0,1.0,1.0
1740791820,661,14215,0.0,0.0,0.0
1740791820,661,14221,11.1,11.6,12.3
1740791820,661,14223,59.6,61.1,62.7
1740791880,661,14211,1.0,1.0,1.0
1740791880,661,14215,0.0,0.0,0.0
1740791880,661,14221,12.6,13.1,13.6
1740791880,661,14223,57.9,59.3,60.8
1740791940,661,14211,1.0,1.0,1.0
1740791940,661,14215,0.0,0.0,0.0
1740791940,661,14221,11.7,12.6,13.4
1740791940,661,14223,61.0,61.9,62.6
1740792000,661,14211,1.0,1.0,1.0
1740792000,661,14215,0.0,0.0,0.0
1740792000,661,14221,10.4,10.8,11.1
1740792000,661,14223,62.8,63.8,64.6
1740792060,661,14211,1.0,1.0,1.0
1740792060,661,14215,0.0,0.0,0.0
1740792060,661,14221,11.8,12.2,12.7
1740792060,661,14223,64.3,65.6,66.9
1740792120,661,14211,1.0,1.0,1.0
1740792120,661,14215,0.0,0.0,0.0
1740792120,661,14221,12.8,13.1,14.0
1740792120,661,14223,62.3,63.7,64.8
1740792180,661,14211,1.0,1.0,1.0
1740792180,661,14215,0.0,0.0,0.0
1740792180,661,14221,12.1,12.4,12.6
1740792180,661,14223,65.4,65.8,67.8
1740792240,661,14211,1.0,1.0,1.0
1740792240,661,14215,0.0,0.0,0.0
1740792240,661,14221,11.9,12.6,13.0
1740792240,661,14223,55.2,57.1,58.9
1740792300,661,14211,1.0,1.0,1.0
1740792300,661,14215,0.0,0.0,0.0
1740792300,661,14221,11.1,11.6,12.4
1740792300,661,14223,61.5,63.0,64.5
1740792360,661,14211,1.0,1.0,1.0
1740792360,661,14215,0.0,0.0,0.0
1740792360,661,14221,11.8,12.2,12.7
1740792360,661,14223,62.4,62.8,63.7
1740792420,661,14211,1.0,1.0,1.0
1740792420,661,14215,0.0,0.0,0.0
1740792420,661,14221,12.4,13.2,13.6
1740792420,661,14223,58.8,59.1,61.0
1740792480,661,14211,1.0,1.0,1.0
1740792480,661,14215,0.0,0.0,0.0
1740792480,661,14221,11.7,12.2,12.8
1740792480,661,14223,60.0,61.1,63.0
1740792540,661,14211,1.0,1.0,1.0
1740792540,661,14215,0.0,0.0,0.0
1740792540,661,14221,12.9,13.7,14.1
1740792600,661,14211,1.0,1.0,1.0
1740792600,661,14215,0.0,0.0,0.0
1740792600,661,14221,12.2,12.6,13.5
1740792600,661,14223,60.6,62.4,63.1
1740792660,661,14211,1.0,1.0,1.0
1740792660,661,14215,0.0,0.0,0.0
1740792660,661,14221,12.2,13.0,13.3
1740792660,661,14223,60.5,61.4,63.2
1740792720,661,14211,1.0,1.0,1.0
1740792720,661,14215,0.0,0.0,0.0
1740792720,661,14221,12.5,13.2,13.8
1740792720,661,14223,65.0,65.9,67.1
1740792780,661,14211,1.0,1.0,1.0
1740792780,661,14215,0.0,0.0,0.0
1740792780,661,14221,12.7,13.1,13.9
1740792780,661,14223,63.3,64.3,65.3
1740792840,661,14211,1.0,1.0,1.0
1740792840,661,14215,0.0,0.0,0.0
1740792840,661,14221,11.6,11.8,12.2
1740792840,661,14223,58.0,59.1,59.8
1740792900,661,14211,1.0,1.0,1.0
1740792900,661,14215,0.0,0.0,0.0
1740792900,661,14221,11.9,12.0,12.8
1740792900,661,14223,61.4,62.1,62.7
1740792960,661,14211,1.0,1.0,1.0
1740792960,661,14215,0.0,0.0,0.0
1740792960,661,14221,10.1,10.9,11.7
1740792960,661,14223,58.3,60.0,61.7
1740793020,661,14211,1.0,1.0,1.0
1740793020,661,14215,0.0,0.0,0.0
1740793020,661,14221,11.7,12.4,13.2
1740793020,661,14223,58.3,59.3,60.1
1740793080,661,14211,1.0,1.0,1.0
1740793080,661,14215,0.0,0.0,0.0
1740793080,661,14221,11.7,11.9,12.4
1740793080,661,14223,61.8,62.5,63.4
1740793140,661,14211,1.0,1.0,1.0
1740793140,661,14215,0.0,0.0,0.0
1740793140,661,14221,11.8,12.2,13.1
1740793140,661,14223,62.5,62.9,64.3
1740793200,661,14211,1.0,1.0,1.0
1740793200,661,14215,0.0,0.0,0.0
1740793200,661,14221,12.3,12.5,12.9
1740793200,661,14223,63.7,65.4,66.3
1740793260,661,14211,1.0,1.0,1.0
1740793260,661,14215,0.0,0.0,0.0
1740793260,661,14221,12.4,12.8,13.4
1740793260,661,14223,62.8,64.4,65.5
1740793320,661,14211,1.0,1.0,1.0
1740793320,661,14215,0.0,0.0,0.0
1740793320,661,14221,11.9,12.6,13.1
1740793320,661,14223,57.8,59.2,60.5
1740793380,661,14211,1.0,1.0,1.0
1740793380,661,14215,0.0,0.0,0.0
1740793380,661,14221,12.0,12.6,13.6
1740793380,661,14223,58.5,59.6,61.0
1740793440,661,14211,1.0,1.0,1.0
1740793440,661,14215,0.0,0.0,0.0
1740793440,661,14221,12.6,13.0,13.4
1740793440,661,14223,60.0,60.9,62.3
1740793500,661,14211,1.0,1.0,1.0
1740793500,661,14215,0.0,0.0,0.0
1740793500,661,14221,12.4,12.7,13.1
1740793500,661,14223,59.0,59.4,61.6
1740793560,661,14211,1.0,1.0,1.0
1740793560,661,14215,0.0,0.0,0.0
1740793560,661,14221,12.7,13.5,14.2
1740793560,661,14223,63.4,64.2,64.8
1740793620,661,14211,1.0,1.0,1.0
1740793620,661,14215,0.0,0.0,0.0
1740793620,661,14221,12.5,12.7,13.4
1740793620,661,14223,59.1,60.9,62.4
1740793680,661,14211,1.0,1.0,1.0
1740793680,661,14215,0.0,0.0,0.0
1740793680,661,14221,13.4,14.1,14.8
1740793680,661,14223,62.5,63.3,65.3
1740793740,661,14211,1.0,1.0,1.0
1740793740,661,14215,0.0,0.0,0.0
1740793740,661,14221,11.2,11.9,12.2
1740793740,661,14223,57.5,59.1,60.4
1740793800,661,14211,1.0,1.0,1.0
1740793800,661,14215,0.0,0.0,0.0
1740793800,661,14221,12.0,12.4,13.1
1740793800,661,14223,68.5,69.9,71.8
1740793860,661,14211,1.0,1.0,1.0
1740793860,661,14215,0.0,0.0,0.0
1740793860,661,14221,11.9,12.2,12.9
1740793860,661,14223,57.5,58.1,59.4
1740793920,661,14211,1.0,1.0,1.0
1740793920,661,14215,0.0,0.0,0.0
1740793920,661,14221,12.4,12.9,13.7
1740793920,661,14223,54.8,56.0,57.2
1740793980,661,14211,1.0,1.0,1.0
1740793980,661,14215,0.0,0.0,0.0
1740793980,661,14221,11.1,11.9,12.4
1740793980,661,14223,63.9,64.9,65.2
1740794040,661,14211,1.0,1.0,1.0
1740794040,661,14215,0.0,0.0,0.0
1740794040,661,14221,13.1,13.5,13.8
1740794040,661,14223,60.6,61.7,63.2
1740794100,661,14211,1.0,1.0,1.0
1740794100,661,14215,0.0,0.0,0.0
1740794100,661,14221,11.2,11.5,11.9
1740794100,661,14223,58.1,58.5,59.6
1740794160,661,14211,1.0,1.0,1.0
1740794160,661,14215,0.0,0.0,0.0
1740794160,661,14221,11.8,12.1,13.2
1740794160,661,14223,60.4,62.4,64.6
1740794220,661,14211,1.0,1.0,1.0
1740794220,661,14215,0.0,0.0,0.0
1740794220,661,14221,11.4,11.6,12.1
1740794220,661,14223,61.6,62.2,64.7
1740794280,661,14211,1.0,1.0,1.0
1740794280,661,14215,0.0,0.0,0.0
1740794280,661,14221,12.0,12.6,12.9
1740794280,661,14223,62.1,63.5,64.0
1740794340,661,14211,1.0,1.0,1.0
1740794340,661,14215,0.0,0.0,0.0
1740794340,661,14221,12.4,12.9,13.4
1740794340,661,14223,62.8,64.4,66.4
1740794400,661,14211,1.0,1.0,1.0
1740794400,661,14215,0.0,0.0,0.0
1740794400,661,14221,10.9,11.4,11.9
1740794400,661,14223,63.1,63.5,65.8
1740794460,661,14211,1.0,1.0,1.0
1740794460,661,14215,0.0,0.0,0.0
1740794460,661,14221,12.2,12.5,13.1
1740794460,661,14223,61.9,64.2,64.9
1740794520,661,14211,1.0,1.0,1.0
1740794520,661,14215,0.0,0.0,0.0
1740794520,661,14221,13.2,13.7,14.4
1740794520,661,14223,60.9,62.6,64.0
1740794580,661,14211,1.0,1.0,1.0
1740794580,661,14215,0.0,0.0,0.0
1740794580,661,14221,13.3,14.0,14.5
1740794580,661,14223,59.7,61.2,62.8
1740794640,661,14211,1.0,1.0,1.0
1740794640,661,14215,0.0,0.0,0.0
1740794640,661,14221,13.0,13.5,14.1
1740794640,661,14223,65.9,66.7,67.9
1740794700,661,14211,1.0,1.0,1.0
1740794700,661,14215,0.0,0.0,0.0
1740794700,661,14221,10.6,10.8,11.3
1740794700,661,14223,58.8,60.6,62.3
1740794760,661,14211,1.0,1.0,1.0
1740794760,661,14215,0.0,0.0,0.0
1740794760,661,14221,12.4,12.9,13.1
1740794760,661,14223,64.4,65.8,67.2
1740794820,661,14211,1.0,1.0,1.0
1740794820,661,14215,0.0,0.0,0.0
1740794820,661,14221,13.2,13.8,14.7
1740794820,661,14223,60.2,61.2,62.4
1740794880,661,14211,1.0,1.0,1.0
1740794880,661,14215,0.0,0.0,0.0
1740794880,661,14221,11.7,12.4,12.8
1740794880,661,14223,59.8,61.0,61.2
1740794940,661,14211,1.0,1.0,1.0
1740794940,661,14215,0.0,0.0,0.0
1740794940,661,14221,11.4,11.8,12.7
1740794940,661,14223,63.0,64.4,66.3
1740795000,661,14211,1.0,1.0,1.0
1740795000,661,14215,0.0,0.0,0.0
1740795000,661,14221,13.1,13.8,14.7
1740795000,661,14223,61.9,62.9,64.9
1740795060,661,14211,1.0,1.0,1.0
1740795060,661,14215,0.0,0.0,0.0
1740795060,661,14221,13.0,13.9,14.5
1740795060,661,14223,63.2,63.7,64.7
1740795120,661,14211,1.0,1.0,1.0
1740795120,661,14215,0.0,0.0,0.0
1740795120,661,14221,12.2,12.8,13.0
1740795120,661,14223,65.2,66.0,67.2
1740795180,661,14211,1.0,1.0,1.0
1740795180,661,14215,0.0,0.0,0.0
1740795180,661,14221,11.3,11.8,12.8
1740795180,661,14223,55.9,57.4,58.1
1740795240,661,14211,1.0,1.0,1.0
1740795240,661,14215,0.0,0.0,0.0
1740795240,661,14221,10.1,11.4,12.0
1740795240,661,14223,64.7,65.1,65.9
1740795300,661,14211,1.0,1.0,1.0
1740795300,661,14215,0.0,0.0,0.0
1740795300,661,14221,12.8,13.1,13.3
1740795300,661,14223,60.9,62.4,62.6
1740795360,661,14211,1.0,1.0,1.0
1740795360,661,14215,0.0,0.0,0.0
1740795360,661,14221,11.6,12.3,13.1
1740795360,661,14223,65.9,66.9,68.8
1740795420,661,14211,1.0,1.0,1.0
1740795420,661,14215,0.0,0.0,0.0
1740795420,661,14221,12.5,12.8,13.2
1740795420,661,14223,60.1,61.6,62.9
1740795480,661,14211,1.0,1.0,1.0
1740795480,661,14215,0.0,0.0,0.0
1740795480,661,14221,12.3,12.7,13.2
1740795480,661,14223,62.2,64.1,66.3
1740795540,661,14211,1.0,1.0,1.0
1740795540,661,14215,0.0,0.0,0.0
1740795540,661,14221,11.5,12.1,12.6
1740795540,661,14223,64.4,65.9,66.8
1740795600,661,14211,1.0,1.0,1.0
1740795600,661,14215,0.0,0.0,0.0
1740795600,661,14221,12.6,13.3,14.1
1740795600,661,14223,61.4,63.6,64.5
1740795660,661,14211,1.0,1.0,1.0
1740795660,661,14215,0.0,0.0,0.0
1740795660,661,14221,13.3,13.6,14.3
1740795660,661,14223,61.2,62.3,64.3
1740795720,661,14211,1.0,1.0,1.0
1740795720,661,14215,0.0,0.0,0.0
1740795720,661,14221,12.9,13.6,14.6
1740795720,661,14223,62.5,63.7,65.6
1740795780,661,14211,1.0,1.0,1.0
1740795780,661,14215,0.0,0.0,0.0
1740795780,661,14221,12.8,13.2,13.8
1740795780,661,14223,62.6,63.8,65.1
1740795840,661,14211,1.0,1.0,1.0
1740795840,661,14215,0.0,0.0,0.0
1740795840,661,14221,11.5,12.3,12.5
1740795840,661,14223,60.6,61.8,63.2
1740795900,661,14211,1.0,1.0,1.0
1740795900,661,14215,0.0,0.0,0.0
1740795900,661,14221,12.9,13.5,13.8
1740795900,661,14223,65.3,66.4,67.4
1740795960,661,14211,1.0,1.0,1.0
1740795960,661,14215,0.0,0.0,0.0
1740795960,661,14221,13.1,13.1,13.9
1740795960,661,14223,60.3,60.8,61.2
1740796020,661,14211,1.0,1.0,1.0
1740796020,661,14215,0.0,0.0,0.0
1740796020,661,14221,11.7,12.4,12.9
1740796020,661,14223,56.5,57.5,58.7
1740796080,661,14211,1.0,1.0,1.0
1740796080,661,14215,0.0,0.0,0.0
1740796080,661,14221,12.1,12.8,13.2
1740796080,661,14223,64.3,65.8,66.5
1740796140,661,14211,1.0,1.0,1.0
1740796140,661,14215,0.0,0.0,0.0
1740796140,661,14221,9.7,10.2,11.0
1740796140,661,14223,61.8,63.7,64.2
1740796200,661,14211,1.0,1.0,1.0
1740796200,661,14215,0.0,0.0,0.0
1740796200,661,14221,12.8,13.2,14.1
1740796200,661,14223,60.8,62.5,63.8
1740796260,661,14211,1.0,1.0,1.0
1740796260,661,14215,0.0,0.0,0.0
1740796260,661,14221,13.3,13.8,14.4
1740796260,661,14223,63.6,64.6,66.3
1740796320,661,14211,1.0,1.0,1.0
1740796320,661,14215,0.0,0.0,0.0
1740796320,661,14221,12.2,12.8,13.1
1740796320,661,14223,61.9,62.9,64.0
1740796380,661,14211,1.0,1.0,1.0
1740796380,661,14215,0.0,0.0,0.0
1740796380,661,14221,12.3,12.7,13.3
1740796380,661,14223,58.8,60.1,61.1
1740796440,661,14211,1.0,1.0,1.0
1740796440,661,14215,0.0,0.0,0.0
1740796440,661,14221,10.6,11.3,11.9
1740796440,661,14223,58.4,60.3,62.6
1740796500,661,14211,1.0,1.0,1.0
1740796500,661,14215,0.0,0.0,0.0
1740796500,661,14221,14.0,14.3,14.7
1740796500,661,14223,59.8,60.8,62.4
1740796560,661,14211,1.0,1.0,1.0
1740796560,661,14215,0.0,0.0,0.0
1740796560,661,14221,12.5,13.1,13.7
1740796560,661,14223,61.9,62.8,65.2
1740796620,661,14211,1.0,1.0,1.0
1740796620,661,14215,0.0,0.0,0.0
1740796620,661,14223,61.0,62.2,63.6
1740796680,661,14211,1.0,1.0,1.0
1740796680,661,14215,0.0,0.0,0.0
1740796680,661,14221,10.4,11.0,11.9
1740796680,661,14223,64.5,65.9,67.0
